id,true_label,noaug_pred,aug_pred,noaug_correct,aug_correct,noaug_invalid,aug_invalid,outcome,invalid_transition,retrieved_id_noaug,retrieved_id_aug,similarity_noaug,similarity_aug
test_00728,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_02233,train_02233,0.7876206040382385,0.7876207232475281
test_00729,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_00391,aug_train_00391_1,0.7863223552703857,0.7915387153625488
test_00730,Normal,Depression,Depression,False,False,False,False,both_wrong,valid_to_valid,train_03498,aug_train_03121_1,0.49983739852905273,0.5473431348800659
test_00731,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_04680,aug_train_04497_0,0.7262548208236694,0.7460174560546875
test_00732,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_01195,aug_train_01195_1,0.5576518774032593,0.6631581783294678
test_00733,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_04182,train_04182,0.7808834314346313,0.7808834910392761
test_00734,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_01223,train_01223,0.7764065861701965,0.7764065861701965
test_00735,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_03210,train_03210,0.7625175714492798,0.7625173926353455
test_00736,Depression,INVALID,Bipolar,False,False,True,False,both_wrong,invalid_to_valid,train_01629,aug_train_00383_0,0.6865585446357727,0.6908118724822998
test_00737,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_05142,aug_train_01053_0,0.6696043014526367,0.7030406594276428
test_00738,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_05537,aug_train_04097_1,0.6103092432022095,0.6175321936607361
test_00739,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_04968,aug_train_02179_0,0.2572927474975586,0.2739146947860718
test_00740,Depression,Bipolar,Bipolar,False,False,False,False,both_wrong,valid_to_valid,train_00122,train_00122,0.6540662050247192,0.6540663242340088
test_00741,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_04350,aug_train_05194_1,0.5946112275123596,0.629758358001709
test_00742,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_04601,train_04601,0.4947879910469055,0.49478796124458313
test_00743,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_05980,train_05980,0.5187844038009644,0.5187843441963196
test_00744,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_02355,train_02355,0.725669264793396,0.7256694436073303
test_00745,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_04347,aug_train_00926_0,0.5862894058227539,0.6141904592514038
test_00746,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_02667,train_02667,0.7172968983650208,0.7172967195510864
test_00747,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_02405,aug_train_02405_0,0.5929437875747681,0.5984858274459839
test_00748,Normal,Depression,Depression,False,False,False,False,both_wrong,valid_to_valid,train_03121,train_03121,0.5427340269088745,0.5427340269088745
test_00749,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_02253,aug_train_02253_1,0.5225520133972168,0.5847680568695068
test_00750,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_01355,train_01355,0.6089427471160889,0.6089427471160889
test_00751,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_00840,train_00840,0.70308518409729,0.7030853033065796
test_00752,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_04024,train_04024,0.5579025149345398,0.5579023361206055
test_00753,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_02234,aug_train_02352_0,0.6006258726119995,0.6373372077941895
test_00754,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_04779,train_04779,0.7974205017089844,0.7974205017089844
test_00755,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_03711,aug_train_03243_0,0.5970903635025024,0.6204637289047241
test_00756,Normal,Bipolar,Normal,False,True,False,False,aug_only_correct,valid_to_valid,train_03266,aug_train_05842_1,0.4830016493797302,0.4838940501213074
test_00757,Depression,Normal,Normal,False,False,False,False,both_wrong,valid_to_valid,train_01133,train_01133,0.5806139707565308,0.5806140899658203
test_00758,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_00514,aug_train_00257_0,0.7216188907623291,0.731453537940979
test_00759,Bipolar,Anxiety,Depression,False,False,False,False,both_wrong,valid_to_valid,train_02645,aug_train_01254_1,0.6080641746520996,0.6316875219345093
test_00760,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_02426,aug_train_04408_1,0.4531400799751282,0.465922474861145
test_00761,Depression,Anxiety,Anxiety,False,False,False,False,both_wrong,valid_to_valid,train_00766,train_00766,0.6174139380455017,0.6174139976501465
test_00762,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_02584,train_02584,0.5491013526916504,0.5491014719009399
test_00763,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_05671,train_05671,0.4289282262325287,0.42892828583717346
test_00764,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_01867,train_01867,0.6415610313415527,0.6415610313415527
test_00765,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_04468,train_04468,0.7880244851112366,0.7880246639251709
test_00766,Normal,Anxiety,Anxiety,False,False,False,False,both_wrong,valid_to_valid,train_00583,aug_train_04078_0,0.43824148178100586,0.4697910249233246
test_00767,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_04912,train_04912,0.4182424545288086,0.41824233531951904
test_00768,Depression,Anxiety,Anxiety,False,False,False,False,both_wrong,valid_to_valid,train_01748,train_01748,0.6874312162399292,0.6874314546585083
test_00769,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_01101,train_01101,0.793561577796936,0.7935619354248047
test_00770,Anxiety,Depression,Anxiety,False,True,False,False,aug_only_correct,valid_to_valid,train_02422,aug_train_04374_1,0.4833759665489197,0.5409296154975891
test_00771,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_03879,aug_train_03879_1,0.6594319343566895,0.6874244213104248
test_00772,Anxiety,Normal,Depression,False,False,False,False,both_wrong,valid_to_valid,train_00330,aug_train_02393_0,0.4685855507850647,0.5312045812606812
test_00773,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_02958,aug_train_05059_1,0.6858659982681274,0.6916326880455017
test_00774,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_03178,train_03178,0.714902400970459,0.714902400970459
test_00775,Anxiety,Anxiety,Depression,True,False,False,False,noaug_only_correct,valid_to_valid,train_00865,aug_train_05161_1,0.7040629386901855,0.7107981443405151
test_00776,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_04289,train_04289,0.6940388679504395,0.6940388083457947
test_00777,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_02777,train_02777,0.8434823155403137,0.8434821963310242
test_00778,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_04334,train_04334,0.6149874925613403,0.6149873733520508
test_00779,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_03591,aug_train_03591_1,0.5203454494476318,0.6246652603149414
test_00780,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_05720,train_05720,0.38885819911956787,0.38885822892189026
test_00781,Bipolar,INVALID,INVALID,False,False,True,True,both_wrong,invalid_to_invalid,train_02191,train_02191,0.723716139793396,0.723716139793396
test_00782,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_01105,train_01105,0.7973372936248779,0.7973373532295227
test_00783,Normal,Anxiety,Normal,False,True,False,False,aug_only_correct,valid_to_valid,train_03088,aug_train_04304_1,0.4397152364253998,0.4941166043281555
test_00784,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_04168,aug_train_04119_1,0.3538777232170105,0.3541019558906555
test_00785,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_05871,aug_train_05871_0,0.37520772218704224,0.39795321226119995
test_00786,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_03728,aug_train_02769_1,0.41316545009613037,0.4674960970878601
test_00787,Depression,INVALID,INVALID,False,False,True,True,both_wrong,invalid_to_invalid,train_01623,train_01623,0.5789147615432739,0.5789147615432739
test_00788,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_05002,aug_train_05002_0,0.6891411542892456,0.7166875600814819
test_00789,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_05807,train_05807,0.36576011776924133,0.3657599687576294
test_00790,Normal,INVALID,Normal,False,True,True,False,aug_only_correct,invalid_to_valid,train_01266,aug_train_00301_0,0.3365696966648102,0.3513498306274414
test_00791,Depression,Bipolar,Bipolar,False,False,False,False,both_wrong,valid_to_valid,train_01310,aug_train_05519_0,0.6020715236663818,0.6137343645095825
test_00792,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_00542,aug_train_00542_1,0.7803839445114136,0.7821282148361206
test_00793,Normal,Depression,Anxiety,False,False,False,False,both_wrong,valid_to_valid,train_02419,aug_train_03101_0,0.3984525203704834,0.39936137199401855
test_00794,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_05720,train_05720,0.4264442026615143,0.4264441728591919
test_00795,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_03301,aug_train_03909_1,0.742931604385376,0.77808678150177
test_00796,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_01092,aug_train_01092_0,0.4371671676635742,0.6194782257080078
test_00797,Depression,INVALID,INVALID,False,False,True,True,both_wrong,invalid_to_invalid,train_00390,train_00390,0.6686843633651733,0.6686842441558838
test_00798,Normal,Anxiety,Anxiety,False,False,False,False,both_wrong,valid_to_valid,train_02023,aug_train_02023_1,0.5473219752311707,0.5609861612319946
test_00799,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_04999,aug_train_05720_1,0.350760281085968,0.36914777755737305
test_00800,Depression,Anxiety,Anxiety,False,False,False,False,both_wrong,valid_to_valid,train_05346,aug_train_05346_0,0.6576634049415588,0.6698848009109497
test_00801,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_01479,aug_train_04799_0,0.37239187955856323,0.4607453942298889
test_00802,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_05315,train_05315,0.8577027320861816,0.8577027916908264
test_00803,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_03331,train_03331,0.2823167145252228,0.28231680393218994
test_00804,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_03788,aug_train_00085_1,0.6904038786888123,0.7155084609985352
test_00805,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_05356,train_05356,0.3656783699989319,0.3656783699989319
test_00806,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_00821,aug_train_00840_1,0.696191668510437,0.7095573544502258
test_00807,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_04941,aug_train_01247_0,0.7719356417655945,0.7869789600372314
test_00808,Normal,INVALID,INVALID,False,False,True,True,both_wrong,invalid_to_invalid,train_00696,train_00696,0.3637697696685791,0.36376965045928955
test_00809,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_05209,train_05209,0.6398492455482483,0.6398492455482483
test_00810,Normal,Normal,Depression,True,False,False,False,noaug_only_correct,valid_to_valid,train_04441,aug_train_04327_0,0.5305930376052856,0.5329234004020691
test_00811,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_01192,aug_train_02685_0,0.7213358283042908,0.7689841985702515
test_00812,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_03180,train_03180,0.6444186568260193,0.6444187164306641
test_00813,Normal,Normal,Anxiety,True,False,False,False,noaug_only_correct,valid_to_valid,train_01890,aug_train_04684_0,0.2829819321632385,0.2975132167339325
test_00814,Depression,Anxiety,Anxiety,False,False,False,False,both_wrong,valid_to_valid,train_05008,aug_train_02823_1,0.6195315718650818,0.6495321989059448
test_00815,Depression,INVALID,INVALID,False,False,True,True,both_wrong,invalid_to_invalid,train_02457,aug_train_05173_0,0.6803207397460938,0.7253996729850769
test_00816,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_02786,train_02786,0.7302091121673584,0.7302091121673584
test_00817,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_04793,aug_train_02130_1,0.4053703546524048,0.502332329750061
test_00818,Normal,Bipolar,Normal,False,True,False,False,aug_only_correct,valid_to_valid,train_00070,aug_train_01214_1,0.3965485095977783,0.42927277088165283
test_00819,Normal,Normal,Depression,True,False,False,False,noaug_only_correct,valid_to_valid,train_03983,aug_train_02727_1,0.5183427929878235,0.5568731427192688
test_00820,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_03428,aug_train_03428_0,0.6384885907173157,0.6797724962234497
test_00821,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_02488,train_02488,0.6047302484512329,0.6047302484512329
test_00822,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_01975,aug_train_01428_0,0.4043102264404297,0.4524417519569397
test_00823,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_03908,aug_train_04854_0,0.7205389142036438,0.7333992719650269
test_00824,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_02416,aug_train_00825_0,0.25140145421028137,0.323028564453125
test_00825,Normal,Anxiety,Anxiety,False,False,False,False,both_wrong,valid_to_valid,train_04062,train_04062,0.3939870595932007,0.3939870297908783
test_00826,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_03873,aug_train_00752_0,0.7410942316055298,0.7923433184623718
test_00827,Depression,Anxiety,Anxiety,False,False,False,False,both_wrong,valid_to_valid,train_01696,train_01696,0.6306912899017334,0.6306911706924438
test_00828,Bipolar,Anxiety,Depression,False,False,False,False,both_wrong,valid_to_valid,train_03997,aug_train_03794_1,0.6615114212036133,0.672540545463562
test_00829,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_02305,aug_train_01366_0,0.3434987962245941,0.3708922564983368
test_00830,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_05823,train_05823,0.5775704383850098,0.5775702595710754
test_00831,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_02271,train_02271,0.7888820171356201,0.7888820767402649
test_00832,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_05495,aug_train_05495_0,0.49879056215286255,0.5096444487571716
test_00833,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_05369,aug_train_04297_1,0.6880724430084229,0.7259987592697144
test_00834,Bipolar,Bipolar,Depression,True,False,False,False,noaug_only_correct,valid_to_valid,train_00111,aug_train_02959_1,0.5672885179519653,0.6731458902359009
test_00835,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_04182,train_04182,0.861116886138916,0.8611170053482056
test_00836,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_01047,train_01047,0.6979248523712158,0.6979247331619263
test_00837,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_00619,aug_train_05004_0,0.42710044980049133,0.4352729916572571
test_00838,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_03080,aug_train_04646_0,0.8147351741790771,0.8175485730171204
test_00839,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_02078,train_02078,0.7161597013473511,0.7161597013473511
test_00840,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_04957,aug_train_04552_1,0.5600482821464539,0.5688557028770447
test_00841,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_03575,train_03575,0.7408691644668579,0.7408692836761475
test_00842,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_01277,aug_train_01277_1,0.3256814181804657,0.37033405900001526
test_00843,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_00073,aug_train_02672_1,0.44991734623908997,0.4899556040763855
test_00844,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_04038,train_04038,0.7596949338912964,0.7596946954727173
test_00845,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_03015,aug_train_02987_1,0.7214609384536743,0.7336260676383972
test_00846,Bipolar,INVALID,INVALID,False,False,True,True,both_wrong,invalid_to_invalid,train_02777,train_02777,0.7711867094039917,0.7711867690086365
test_00847,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_02728,train_02728,0.5541161298751831,0.5541161298751831
test_00848,Depression,Anxiety,Anxiety,False,False,False,False,both_wrong,valid_to_valid,train_01093,train_01093,0.705150842666626,0.705150842666626
test_00849,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_03612,aug_train_02896_0,0.5137310028076172,0.5350198745727539
test_00850,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_03388,train_03388,0.7189615368843079,0.7189614772796631
test_00851,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_03440,train_03440,0.8093705177307129,0.8093702793121338
test_00852,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_00349,train_00349,0.6302647590637207,0.6302649974822998
test_00853,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_00110,train_00110,0.7318047285079956,0.7318047881126404
test_00854,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_01596,aug_train_01596_1,0.6384853720664978,0.6695947647094727
test_00855,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_04191,aug_train_04191_0,0.5755731463432312,0.6239672899246216
test_00856,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_03788,train_03788,0.6716320514678955,0.671631932258606
test_00857,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_00285,aug_train_03839_1,0.41956889629364014,0.546087384223938
test_00858,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_02270,aug_train_01491_1,0.6478338241577148,0.6803529262542725
test_00859,Depression,Depression,Bipolar,True,False,False,False,noaug_only_correct,valid_to_valid,train_03109,aug_train_01958_0,0.6090577840805054,0.6107248067855835
test_00860,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_01896,aug_train_03712_1,0.7551158666610718,0.7755633592605591
test_00861,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_00258,aug_train_00258_1,0.37738531827926636,0.41384240984916687
test_00862,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_03305,train_03305,0.6976743936538696,0.6976745128631592
test_00863,Depression,Anxiety,Anxiety,False,False,False,False,both_wrong,valid_to_valid,train_05629,train_05629,0.6112890243530273,0.6112889051437378
test_00864,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_04100,aug_train_03014_1,0.5688093304634094,0.592057466506958
test_00865,Bipolar,INVALID,INVALID,False,False,True,True,both_wrong,invalid_to_invalid,train_00141,train_00141,0.6962157487869263,0.6962157487869263
test_00866,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_04423,train_04423,0.4908037483692169,0.4908037781715393
test_00867,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_01754,aug_train_02200_0,0.3351794183254242,0.4008888006210327
test_00868,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_02436,aug_train_01462_0,0.7992162704467773,0.8014906048774719
test_00869,Depression,INVALID,INVALID,False,False,True,True,both_wrong,invalid_to_invalid,train_02334,train_02334,0.5208923816680908,0.5208925604820251
test_00870,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_02361,train_02361,0.43024733662605286,0.43024730682373047
test_00871,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_00860,aug_train_00860_0,0.7261367440223694,0.7288910746574402
test_00872,Anxiety,Bipolar,Anxiety,False,True,False,False,aug_only_correct,valid_to_valid,train_01469,aug_train_03866_0,0.7108480334281921,0.7480281591415405
test_00873,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_02412,train_02412,0.7532638311386108,0.7532637119293213
test_00874,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_03425,train_03425,0.8440547585487366,0.8440546989440918
test_00875,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_04004,aug_train_04004_1,0.7173650860786438,0.7363653779029846
test_00876,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_03433,train_03433,0.7763576507568359,0.7763576507568359
test_00877,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_02760,aug_train_02287_0,0.5903641581535339,0.605014979839325
test_00878,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_03976,aug_train_03620_1,0.641616940498352,0.6592261791229248
test_00879,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_05925,train_05925,0.6891301870346069,0.6891300678253174
test_00880,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_00731,train_00731,0.8142768740653992,0.8142767548561096
test_00881,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_00253,aug_train_00987_0,0.8338863253593445,0.8381772041320801
test_00882,Normal,Anxiety,Anxiety,False,False,False,False,both_wrong,valid_to_valid,train_04275,train_04275,0.46452176570892334,0.46452176570892334
test_00883,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_03130,train_03130,0.37496018409729004,0.37496018409729004
test_00884,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_00826,aug_train_00826_0,0.7644563913345337,0.8049982190132141
test_00885,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_05193,aug_train_00643_1,0.7233167886734009,0.7364500164985657
test_00886,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_04481,train_04481,0.7678804397583008,0.7678804397583008
test_00887,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_00517,train_00517,0.6187728047370911,0.6187728047370911
test_00888,Depression,INVALID,INVALID,False,False,True,True,both_wrong,invalid_to_invalid,train_05085,train_05085,0.5891240835189819,0.5891241431236267
test_00889,Depression,INVALID,INVALID,False,False,True,True,both_wrong,invalid_to_invalid,train_01044,train_01044,0.6432540416717529,0.6432539224624634
test_00890,Normal,Anxiety,Anxiety,False,False,False,False,both_wrong,valid_to_valid,train_00349,train_00349,0.4391225576400757,0.4391225576400757
test_00891,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_04409,aug_train_03507_0,0.6988676190376282,0.7109590768814087
test_00892,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_05095,train_05095,0.6281202435493469,0.6281204223632812
test_00893,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_05459,train_05459,0.7317025661468506,0.7317026853561401
test_00894,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_01111,train_01111,0.6794389486312866,0.6794388294219971
test_00895,Normal,INVALID,INVALID,False,False,True,True,both_wrong,invalid_to_invalid,train_03094,train_03094,0.40283626317977905,0.40283626317977905
test_00896,Depression,INVALID,INVALID,False,False,True,True,both_wrong,invalid_to_invalid,train_02381,train_02381,0.7549624443054199,0.7549623250961304
test_00897,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_00645,aug_train_01021_0,0.7527494430541992,0.7808215618133545
test_00898,Depression,Depression,INVALID,True,False,False,True,noaug_only_correct,valid_to_invalid,train_02218,aug_train_02575_1,0.47360557317733765,0.49996721744537354
test_00899,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_01155,train_01155,0.36042189598083496,0.36042192578315735
test_00900,Normal,Anxiety,Normal,False,True,False,False,aug_only_correct,valid_to_valid,train_02756,aug_train_00458_0,0.3471951186656952,0.3774723708629608
test_00901,Anxiety,Depression,Depression,False,False,False,False,both_wrong,valid_to_valid,train_02613,train_02613,0.6979803442955017,0.6979804039001465
test_00902,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_04602,train_04602,0.5695019960403442,0.5695022344589233
test_00903,Depression,INVALID,INVALID,False,False,True,True,both_wrong,invalid_to_invalid,train_05106,train_05106,0.6638878583908081,0.6638878583908081
test_00904,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_02728,aug_train_02118_1,0.5719364881515503,0.6255584955215454
test_00905,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_00224,train_00224,0.48254817724227905,0.48254817724227905
test_00906,Anxiety,Depression,Depression,False,False,False,False,both_wrong,valid_to_valid,train_03818,train_03818,0.7868915796279907,0.7868915796279907
test_00907,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_02898,aug_train_02898_0,0.7345048189163208,0.7733200788497925
test_00908,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_00803,train_00803,0.8173952102661133,0.8173952102661133
test_00909,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_03147,train_03147,0.6343038082122803,0.6343039274215698
test_00910,Normal,Normal,Normal,True,True,False,False,both_correct,valid_to_valid,train_01193,train_01193,0.41081568598747253,0.41081559658050537
test_00911,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_03572,aug_train_04170_0,0.6469143629074097,0.6971309185028076
test_00912,Anxiety,Anxiety,Anxiety,True,True,False,False,both_correct,valid_to_valid,train_01986,aug_train_01986_0,0.7341477274894714,0.7693689465522766
test_00913,Depression,Anxiety,Anxiety,False,False,False,False,both_wrong,valid_to_valid,train_02236,train_02236,0.7616564035415649,0.7616564035415649
test_00914,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_03620,train_03620,0.565716564655304,0.565716564655304
test_00915,Depression,Depression,Depression,True,True,False,False,both_correct,valid_to_valid,train_05693,train_05693,0.5081808567047119,0.5081807374954224
test_00916,Depression,Bipolar,Bipolar,False,False,False,False,both_wrong,valid_to_valid,train_04771,train_04771,0.6830392479896545,0.683039128780365
test_00917,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_00803,train_00803,0.7321422696113586,0.7321423292160034
test_00918,Bipolar,Bipolar,Bipolar,True,True,False,False,both_correct,valid_to_valid,train_00414,aug_train_04873_0,0.6351566910743713,0.661993145942688
test_00919,Normal,Depression,Normal,False,True,False,False,aug_only_correct,valid_to_valid,train_03014,aug_train_01689_0,0.34838661551475525,0.3715819716453552
