id,nested_source_id,source_id,old_split,new_split,nested_role
train_05166,train_05166,train_05166,train,train,train_legacy
train_04636,train_04636,train_04636,train,train,train_legacy
train_05406,train_05406,train_05406,train,train,train_legacy
train_02663,train_02663,train_02663,train,train,train_legacy
train_03298,train_03298,train_03298,train,train,train_legacy
train_05959,train_05959,train_05959,train,train,train_legacy
train_02716,train_02716,train_02716,train,train,train_legacy
train_03594,train_03594,train_03594,train,train,train_legacy
train_05691,train_05691,train_05691,train,train,train_legacy
train_03078,train_03078,train_03078,train,train,train_legacy
train_04574,train_04574,train_04574,train,train,train_legacy
train_00459,train_00459,train_00459,train,train,train_legacy
train_01070,train_01070,train_01070,train,train,train_legacy
train_04838,train_04838,train_04838,train,train,train_legacy
train_03090,train_03090,train_03090,train,train,train_legacy
train_04973,train_04973,train_04973,train,train,train_legacy
train_added_val_confirm_00728,val_confirm_00728,val_confirm_00728,val_confirm,train,train_added
train_05576,train_05576,train_05576,train,train,train_legacy
train_added_test_01328,test_01328,test_01328,test,train,train_added
train_05956,train_05956,train_05956,train,train,train_legacy
train_01991,train_01991,train_01991,train,train,train_legacy
train_00878,train_00878,train_00878,train,train,train_legacy
train_02384,train_02384,train_02384,train,train,train_legacy
train_04985,train_04985,train_04985,train,train,train_legacy
train_02824,train_02824,train_02824,train,train,train_legacy
train_00827,train_00827,train_00827,train,train,train_legacy
train_01078,train_01078,train_01078,train,train,train_legacy
train_01215,train_01215,train_01215,train,train,train_legacy
train_01104,train_01104,train_01104,train,train,train_legacy
train_02152,train_02152,train_02152,train,train,train_legacy
train_00365,train_00365,train_00365,train,train,train_legacy
train_04277,train_04277,train_04277,train,train,train_legacy
train_added_val_confirm_00601,val_confirm_00601,val_confirm_00601,val_confirm,train,train_added
train_added_val_confirm_00983,val_confirm_00983,val_confirm_00983,val_confirm,train,train_added
train_02841,train_02841,train_02841,train,train,train_legacy
train_04858,train_04858,train_04858,train,train,train_legacy
train_03763,train_03763,train_03763,train,train,train_legacy
train_03522,train_03522,train_03522,train,train,train_legacy
train_00900,train_00900,train_00900,train,train,train_legacy
train_05825,train_05825,train_05825,train,train,train_legacy
train_05782,train_05782,train_05782,train,train,train_legacy
train_00206,train_00206,train_00206,train,train,train_legacy
train_added_test_01809,test_01809,test_01809,test,train,train_added
train_02938,train_02938,train_02938,train,train,train_legacy
train_03472,train_03472,train_03472,train,train,train_legacy
train_05105,train_05105,train_05105,train,train,train_legacy
train_02865,train_02865,train_02865,train,train,train_legacy
train_03985,train_03985,train_03985,train,train,train_legacy
train_added_val_confirm_00061,val_confirm_00061,val_confirm_00061,val_confirm,train,train_added
train_02121,train_02121,train_02121,train,train,train_legacy
train_05443,train_05443,train_05443,train,train,train_legacy
train_01455,train_01455,train_01455,train,train,train_legacy
train_03863,train_03863,train_03863,train,train,train_legacy
train_01167,train_01167,train_01167,train,train,train_legacy
train_01975,train_01975,train_01975,train,train,train_legacy
train_04718,train_04718,train_04718,train,train,train_legacy
train_02660,train_02660,train_02660,train,train,train_legacy
train_00204,train_00204,train_00204,train,train,train_legacy
train_00723,train_00723,train_00723,train,train,train_legacy
train_02376,train_02376,train_02376,train,train,train_legacy
train_02145,train_02145,train_02145,train,train,train_legacy
train_00758,train_00758,train_00758,train,train,train_legacy
train_05387,train_05387,train_05387,train,train,train_legacy
train_01442,train_01442,train_01442,train,train,train_legacy
train_03442,train_03442,train_03442,train,train,train_legacy
train_05082,train_05082,train_05082,train,train,train_legacy
train_03895,train_03895,train_03895,train,train,train_legacy
train_added_val_confirm_00937,val_confirm_00937,val_confirm_00937,val_confirm,train,train_added
train_03351,train_03351,train_03351,train,train,train_legacy
train_02670,train_02670,train_02670,train,train,train_legacy
train_03103,train_03103,train_03103,train,train,train_legacy
train_00670,train_00670,train_00670,train,train,train_legacy
train_01086,train_01086,train_01086,train,train,train_legacy
train_00148,train_00148,train_00148,train,train,train_legacy
train_01638,train_01638,train_01638,train,train,train_legacy
train_05698,train_05698,train_05698,train,train,train_legacy
train_added_test_01835,test_01835,test_01835,test,train,train_added
train_05240,train_05240,train_05240,train,train,train_legacy
train_01506,train_01506,train_01506,train,train,train_legacy
train_04405,train_04405,train_04405,train,train,train_legacy
train_05839,train_05839,train_05839,train,train,train_legacy
train_01006,train_01006,train_01006,train,train,train_legacy
train_04673,train_04673,train_04673,train,train,train_legacy
train_added_val_confirm_00479,val_confirm_00479,val_confirm_00479,val_confirm,train,train_added
train_02731,train_02731,train_02731,train,train,train_legacy
train_03419,train_03419,train_03419,train,train,train_legacy
train_05633,train_05633,train_05633,train,train,train_legacy
train_added_val_confirm_00111,val_confirm_00111,val_confirm_00111,val_confirm,train,train_added
train_added_test_02455,test_02455,test_02455,test,train,train_added
train_01894,train_01894,train_01894,train,train,train_legacy
train_added_val_search_00339,val_search_00339,val_search_00339,val_search,train,train_added
train_02131,train_02131,train_02131,train,train,train_legacy
train_00478,train_00478,train_00478,train,train,train_legacy
train_01694,train_01694,train_01694,train,train,train_legacy
train_03484,train_03484,train_03484,train,train,train_legacy
train_added_test_00660,test_00660,test_00660,test,train,train_added
train_01082,train_01082,train_01082,train,train,train_legacy
train_04414,train_04414,train_04414,train,train,train_legacy
train_04638,train_04638,train_04638,train,train,train_legacy
train_added_test_00688,test_00688,test_00688,test,train,train_added
train_added_test_02366,test_02366,test_02366,test,train,train_added
train_02940,train_02940,train_02940,train,train,train_legacy
train_01417,train_01417,train_01417,train,train,train_legacy
train_04872,train_04872,train_04872,train,train,train_legacy
train_00406,train_00406,train_00406,train,train,train_legacy
train_04685,train_04685,train_04685,train,train,train_legacy
train_added_test_00930,test_00930,test_00930,test,train,train_added
train_00760,train_00760,train_00760,train,train,train_legacy
train_04964,train_04964,train_04964,train,train,train_legacy
train_04107,train_04107,train_04107,train,train,train_legacy
train_03183,train_03183,train_03183,train,train,train_legacy
train_04375,train_04375,train_04375,train,train,train_legacy
train_02653,train_02653,train_02653,train,train,train_legacy
train_02129,train_02129,train_02129,train,train,train_legacy
train_02957,train_02957,train_02957,train,train,train_legacy
train_added_test_00779,test_00779,test_00779,test,train,train_added
train_01614,train_01614,train_01614,train,train,train_legacy
train_02557,train_02557,train_02557,train,train,train_legacy
train_added_test_00463,test_00463,test_00463,test,train,train_added
train_02876,train_02876,train_02876,train,train,train_legacy
train_02207,train_02207,train_02207,train,train,train_legacy
train_added_val_confirm_00502,val_confirm_00502,val_confirm_00502,val_confirm,train,train_added
train_02264,train_02264,train_02264,train,train,train_legacy
train_04746,train_04746,train_04746,train,train,train_legacy
train_01554,train_01554,train_01554,train,train,train_legacy
train_05341,train_05341,train_05341,train,train,train_legacy
train_01454,train_01454,train_01454,train,train,train_legacy
train_05208,train_05208,train_05208,train,train,train_legacy
train_03844,train_03844,train_03844,train,train,train_legacy
train_02821,train_02821,train_02821,train,train,train_legacy
train_03455,train_03455,train_03455,train,train,train_legacy
train_03421,train_03421,train_03421,train,train,train_legacy
train_04813,train_04813,train_04813,train,train,train_legacy
train_04248,train_04248,train_04248,train,train,train_legacy
train_added_val_confirm_00849,val_confirm_00849,val_confirm_00849,val_confirm,train,train_added
train_00502,train_00502,train_00502,train,train,train_legacy
train_05484,train_05484,train_05484,train,train,train_legacy
train_01778,train_01778,train_01778,train,train,train_legacy
train_04182,train_04182,train_04182,train,train,train_legacy
train_03532,train_03532,train_03532,train,train,train_legacy
train_added_test_01131,test_01131,test_01131,test,train,train_added
train_04123,train_04123,train_04123,train,train,train_legacy
train_05811,train_05811,train_05811,train,train,train_legacy
train_00382,train_00382,train_00382,train,train,train_legacy
train_00883,train_00883,train_00883,train,train,train_legacy
train_01651,train_01651,train_01651,train,train,train_legacy
train_02240,train_02240,train_02240,train,train,train_legacy
train_05100,train_05100,train_05100,train,train,train_legacy
train_00633,train_00633,train_00633,train,train,train_legacy
train_02740,train_02740,train_02740,train,train,train_legacy
train_05574,train_05574,train_05574,train,train,train_legacy
train_05804,train_05804,train_05804,train,train,train_legacy
train_05695,train_05695,train_05695,train,train,train_legacy
train_04279,train_04279,train_04279,train,train,train_legacy
train_02524,train_02524,train_02524,train,train,train_legacy
train_added_val_confirm_00213,val_confirm_00213,val_confirm_00213,val_confirm,train,train_added
train_added_val_search_00156,val_search_00156,val_search_00156,val_search,train,train_added
train_05038,train_05038,train_05038,train,train,train_legacy
train_03141,train_03141,train_03141,train,train,train_legacy
train_01815,train_01815,train_01815,train,train,train_legacy
train_01344,train_01344,train_01344,train,train,train_legacy
train_01091,train_01091,train_01091,train,train,train_legacy
train_01679,train_01679,train_01679,train,train,train_legacy
train_01989,train_01989,train_01989,train,train,train_legacy
train_03084,train_03084,train_03084,train,train,train_legacy
train_01483,train_01483,train_01483,train,train,train_legacy
train_00756,train_00756,train_00756,train,train,train_legacy
train_02525,train_02525,train_02525,train,train,train_legacy
train_00387,train_00387,train_00387,train,train,train_legacy
train_05460,train_05460,train_05460,train,train,train_legacy
train_04345,train_04345,train_04345,train,train,train_legacy
train_04841,train_04841,train_04841,train,train,train_legacy
train_added_test_01814,test_01814,test_01814,test,train,train_added
train_04650,train_04650,train_04650,train,train,train_legacy
train_01550,train_01550,train_01550,train,train,train_legacy
train_00439,train_00439,train_00439,train,train,train_legacy
train_04318,train_04318,train_04318,train,train,train_legacy
train_04358,train_04358,train_04358,train,train,train_legacy
train_04483,train_04483,train_04483,train,train,train_legacy
train_00601,train_00601,train_00601,train,train,train_legacy
train_04438,train_04438,train_04438,train,train,train_legacy
train_04201,train_04201,train_04201,train,train,train_legacy
train_02364,train_02364,train_02364,train,train,train_legacy
train_04155,train_04155,train_04155,train,train,train_legacy
train_03318,train_03318,train_03318,train,train,train_legacy
train_added_test_00432,test_00432,test_00432,test,train,train_added
train_05419,train_05419,train_05419,train,train,train_legacy
train_02808,train_02808,train_02808,train,train,train_legacy
train_04364,train_04364,train_04364,train,train,train_legacy
train_02979,train_02979,train_02979,train,train,train_legacy
train_02383,train_02383,train_02383,train,train,train_legacy
train_01887,train_01887,train_01887,train,train,train_legacy
train_added_test_00169,test_00169,test_00169,test,train,train_added
train_03331,train_03331,train_03331,train,train,train_legacy
train_02684,train_02684,train_02684,train,train,train_legacy
train_04264,train_04264,train_04264,train,train,train_legacy
train_05962,train_05962,train_05962,train,train,train_legacy
train_02815,train_02815,train_02815,train,train,train_legacy
train_added_val_confirm_00280,val_confirm_00280,val_confirm_00280,val_confirm,train,train_added
train_04946,train_04946,train_04946,train,train,train_legacy
train_05348,train_05348,train_05348,train,train,train_legacy
train_02250,train_02250,train_02250,train,train,train_legacy
train_00616,train_00616,train_00616,train,train,train_legacy
train_00342,train_00342,train_00342,train,train,train_legacy
train_03016,train_03016,train_03016,train,train,train_legacy
train_01328,train_01328,train_01328,train,train,train_legacy
train_added_val_confirm_00266,val_confirm_00266,val_confirm_00266,val_confirm,train,train_added
train_00209,train_00209,train_00209,train,train,train_legacy
train_04275,train_04275,train_04275,train,train,train_legacy
train_01347,train_01347,train_01347,train,train,train_legacy
train_05317,train_05317,train_05317,train,train,train_legacy
train_04846,train_04846,train_04846,train,train,train_legacy
train_02756,train_02756,train_02756,train,train,train_legacy
train_added_test_01313,test_01313,test_01313,test,train,train_added
train_01945,train_01945,train_01945,train,train,train_legacy
train_added_val_search_00168,val_search_00168,val_search_00168,val_search,train,train_added
train_02223,train_02223,train_02223,train,train,train_legacy
train_01857,train_01857,train_01857,train,train,train_legacy
train_added_val_confirm_00796,val_confirm_00796,val_confirm_00796,val_confirm,train,train_added
train_04092,train_04092,train_04092,train,train,train_legacy
train_02372,train_02372,train_02372,train,train,train_legacy
train_04310,train_04310,train_04310,train,train,train_legacy
train_04481,train_04481,train_04481,train,train,train_legacy
train_05838,train_05838,train_05838,train,train,train_legacy
train_added_test_01854,test_01854,test_01854,test,train,train_added
train_01686,train_01686,train_01686,train,train,train_legacy
train_01613,train_01613,train_01613,train,train,train_legacy
train_01947,train_01947,train_01947,train,train,train_legacy
train_05545,train_05545,train_05545,train,train,train_legacy
train_02932,train_02932,train_02932,train,train,train_legacy
train_02964,train_02964,train_02964,train,train,train_legacy
train_04409,train_04409,train_04409,train,train,train_legacy
train_04418,train_04418,train_04418,train,train,train_legacy
train_00032,train_00032,train_00032,train,train,train_legacy
train_03804,train_03804,train_03804,train,train,train_legacy
train_05656,train_05656,train_05656,train,train,train_legacy
train_added_val_confirm_00438,val_confirm_00438,val_confirm_00438,val_confirm,train,train_added
train_05006,train_05006,train_05006,train,train,train_legacy
train_02877,train_02877,train_02877,train,train,train_legacy
train_05452,train_05452,train_05452,train,train,train_legacy
train_00703,train_00703,train_00703,train,train,train_legacy
train_added_test_00675,test_00675,test_00675,test,train,train_added
train_01452,train_01452,train_01452,train,train,train_legacy
train_added_test_01904,test_01904,test_01904,test,train,train_added
train_added_val_confirm_00785,val_confirm_00785,val_confirm_00785,val_confirm,train,train_added
train_01206,train_01206,train_01206,train,train,train_legacy
train_03947,train_03947,train_03947,train,train,train_legacy
train_05598,train_05598,train_05598,train,train,train_legacy
train_added_val_confirm_00050,val_confirm_00050,val_confirm_00050,val_confirm,train,train_added
train_03168,train_03168,train_03168,train,train,train_legacy
train_added_val_search_00234,val_search_00234,val_search_00234,val_search,train,train_added
train_00422,train_00422,train_00422,train,train,train_legacy
train_01574,train_01574,train_01574,train,train,train_legacy
train_01607,train_01607,train_01607,train,train,train_legacy
train_04138,train_04138,train_04138,train,train,train_legacy
train_03551,train_03551,train_03551,train,train,train_legacy
train_00230,train_00230,train_00230,train,train,train_legacy
train_03915,train_03915,train_03915,train,train,train_legacy
train_01987,train_01987,train_01987,train,train,train_legacy
train_00193,train_00193,train_00193,train,train,train_legacy
train_00506,train_00506,train_00506,train,train,train_legacy
train_added_test_01419,test_01419,test_01419,test,train,train_added
train_00417,train_00417,train_00417,train,train,train_legacy
train_05801,train_05801,train_05801,train,train,train_legacy
train_02050,train_02050,train_02050,train,train,train_legacy
train_00396,train_00396,train_00396,train,train,train_legacy
train_05101,train_05101,train_05101,train,train,train_legacy
train_02375,train_02375,train_02375,train,train,train_legacy
train_04009,train_04009,train_04009,train,train,train_legacy
train_02204,train_02204,train_02204,train,train,train_legacy
train_03590,train_03590,train_03590,train,train,train_legacy
train_03807,train_03807,train_03807,train,train,train_legacy
train_00911,train_00911,train_00911,train,train,train_legacy
train_05291,train_05291,train_05291,train,train,train_legacy
train_05428,train_05428,train_05428,train,train,train_legacy
train_added_test_02135,test_02135,test_02135,test,train,train_added
train_added_val_confirm_00197,val_confirm_00197,val_confirm_00197,val_confirm,train,train_added
train_04015,train_04015,train_04015,train,train,train_legacy
train_added_val_search_00042,val_search_00042,val_search_00042,val_search,train,train_added
train_03923,train_03923,train_03923,train,train,train_legacy
train_00805,train_00805,train_00805,train,train,train_legacy
train_04290,train_04290,train_04290,train,train,train_legacy
train_added_val_confirm_00501,val_confirm_00501,val_confirm_00501,val_confirm,train,train_added
train_02590,train_02590,train_02590,train,train,train_legacy
train_00803,train_00803,train_00803,train,train,train_legacy
train_02349,train_02349,train_02349,train,train,train_legacy
train_02569,train_02569,train_02569,train,train,train_legacy
train_02809,train_02809,train_02809,train,train,train_legacy
train_added_test_01863,test_01863,test_01863,test,train,train_added
train_02061,train_02061,train_02061,train,train,train_legacy
train_04534,train_04534,train_04534,train,train,train_legacy
train_added_val_confirm_00329,val_confirm_00329,val_confirm_00329,val_confirm,train,train_added
train_02475,train_02475,train_02475,train,train,train_legacy
train_added_test_00206,test_00206,test_00206,test,train,train_added
train_04463,train_04463,train_04463,train,train,train_legacy
train_01365,train_01365,train_01365,train,train,train_legacy
train_04899,train_04899,train_04899,train,train,train_legacy
train_03118,train_03118,train_03118,train,train,train_legacy
train_03291,train_03291,train_03291,train,train,train_legacy
train_03558,train_03558,train_03558,train,train,train_legacy
train_01077,train_01077,train_01077,train,train,train_legacy
train_04475,train_04475,train_04475,train,train,train_legacy
train_00562,train_00562,train_00562,train,train,train_legacy
train_00709,train_00709,train_00709,train,train,train_legacy
train_03099,train_03099,train_03099,train,train,train_legacy
train_00690,train_00690,train_00690,train,train,train_legacy
train_01229,train_01229,train_01229,train,train,train_legacy
train_03401,train_03401,train_03401,train,train,train_legacy
train_00228,train_00228,train_00228,train,train,train_legacy
train_00864,train_00864,train_00864,train,train,train_legacy
train_02962,train_02962,train_02962,train,train,train_legacy
train_02155,train_02155,train_02155,train,train,train_legacy
train_04554,train_04554,train_04554,train,train,train_legacy
train_added_test_02440,test_02440,test_02440,test,train,train_added
train_02648,train_02648,train_02648,train,train,train_legacy
train_01223,train_01223,train_01223,train,train,train_legacy
train_04703,train_04703,train_04703,train,train,train_legacy
train_05238,train_05238,train_05238,train,train,train_legacy
train_00041,train_00041,train_00041,train,train,train_legacy
train_03293,train_03293,train_03293,train,train,train_legacy
train_added_test_00080,test_00080,test_00080,test,train,train_added
train_01882,train_01882,train_01882,train,train,train_legacy
train_03181,train_03181,train_03181,train,train,train_legacy
train_03151,train_03151,train_03151,train,train,train_legacy
train_added_test_00694,test_00694,test_00694,test,train,train_added
train_01582,train_01582,train_01582,train,train,train_legacy
train_03919,train_03919,train_03919,train,train,train_legacy
train_05229,train_05229,train_05229,train,train,train_legacy
train_00252,train_00252,train_00252,train,train,train_legacy
train_01838,train_01838,train_01838,train,train,train_legacy
train_04100,train_04100,train_04100,train,train,train_legacy
train_01408,train_01408,train_01408,train,train,train_legacy
train_04058,train_04058,train_04058,train,train,train_legacy
train_03825,train_03825,train_03825,train,train,train_legacy
train_02910,train_02910,train_02910,train,train,train_legacy
train_02970,train_02970,train_02970,train,train,train_legacy
train_05339,train_05339,train_05339,train,train,train_legacy
train_added_val_confirm_01025,val_confirm_01025,val_confirm_01025,val_confirm,train,train_added
train_03904,train_03904,train_03904,train,train,train_legacy
train_added_val_confirm_00557,val_confirm_00557,val_confirm_00557,val_confirm,train,train_added
train_03389,train_03389,train_03389,train,train,train_legacy
train_added_test_02012,test_02012,test_02012,test,train,train_added
train_04754,train_04754,train_04754,train,train,train_legacy
train_05641,train_05641,train_05641,train,train,train_legacy
train_00466,train_00466,train_00466,train,train,train_legacy
train_04200,train_04200,train_04200,train,train,train_legacy
train_05883,train_05883,train_05883,train,train,train_legacy
train_04450,train_04450,train_04450,train,train,train_legacy
train_added_test_00516,test_00516,test_00516,test,train,train_added
train_04122,train_04122,train_04122,train,train,train_legacy
train_01792,train_01792,train_01792,train,train,train_legacy
train_05337,train_05337,train_05337,train,train,train_legacy
train_05321,train_05321,train_05321,train,train,train_legacy
train_added_test_02264,test_02264,test_02264,test,train,train_added
train_01186,train_01186,train_01186,train,train,train_legacy
train_added_val_confirm_00344,val_confirm_00344,val_confirm_00344,val_confirm,train,train_added
train_added_test_00245,test_00245,test_00245,test,train,train_added
train_04737,train_04737,train_04737,train,train,train_legacy
train_03713,train_03713,train_03713,train,train,train_legacy
train_02710,train_02710,train_02710,train,train,train_legacy
train_03256,train_03256,train_03256,train,train,train_legacy
train_02828,train_02828,train_02828,train,train,train_legacy
train_01062,train_01062,train_01062,train,train,train_legacy
train_added_val_confirm_00698,val_confirm_00698,val_confirm_00698,val_confirm,train,train_added
train_03626,train_03626,train_03626,train,train,train_legacy
train_01628,train_01628,train_01628,train,train,train_legacy
train_04541,train_04541,train_04541,train,train,train_legacy
train_added_test_00401,test_00401,test_00401,test,train,train_added
train_02254,train_02254,train_02254,train,train,train_legacy
train_03673,train_03673,train_03673,train,train,train_legacy
train_02457,train_02457,train_02457,train,train,train_legacy
train_04792,train_04792,train_04792,train,train,train_legacy
train_00147,train_00147,train_00147,train,train,train_legacy
train_added_val_search_00289,val_search_00289,val_search_00289,val_search,train,train_added
train_03061,train_03061,train_03061,train,train,train_legacy
train_00773,train_00773,train_00773,train,train,train_legacy
train_01376,train_01376,train_01376,train,train,train_legacy
train_01453,train_01453,train_01453,train,train,train_legacy
train_03669,train_03669,train_03669,train,train,train_legacy
train_added_val_confirm_00140,val_confirm_00140,val_confirm_00140,val_confirm,train,train_added
train_01637,train_01637,train_01637,train,train,train_legacy
train_01340,train_01340,train_01340,train,train,train_legacy
train_01378,train_01378,train_01378,train,train,train_legacy
train_added_test_01159,test_01159,test_01159,test,train,train_added
train_02506,train_02506,train_02506,train,train,train_legacy
train_00600,train_00600,train_00600,train,train,train_legacy
train_03731,train_03731,train_03731,train,train,train_legacy
train_04729,train_04729,train_04729,train,train,train_legacy
train_04986,train_04986,train_04986,train,train,train_legacy
train_02012,train_02012,train_02012,train,train,train_legacy
train_04510,train_04510,train_04510,train,train,train_legacy
train_02713,train_02713,train_02713,train,train,train_legacy
train_04557,train_04557,train_04557,train,train,train_legacy
train_02726,train_02726,train_02726,train,train,train_legacy
train_03644,train_03644,train_03644,train,train,train_legacy
train_04468,train_04468,train_04468,train,train,train_legacy
train_02959,train_02959,train_02959,train,train,train_legacy
train_05614,train_05614,train_05614,train,train,train_legacy
train_05647,train_05647,train_05647,train,train,train_legacy
train_01064,train_01064,train_01064,train,train,train_legacy
train_05874,train_05874,train_05874,train,train,train_legacy
train_02027,train_02027,train_02027,train,train,train_legacy
train_02844,train_02844,train_02844,train,train,train_legacy
train_01151,train_01151,train_01151,train,train,train_legacy
train_02863,train_02863,train_02863,train,train,train_legacy
train_05151,train_05151,train_05151,train,train,train_legacy
train_00411,train_00411,train_00411,train,train,train_legacy
train_03882,train_03882,train_03882,train,train,train_legacy
train_00861,train_00861,train_00861,train,train,train_legacy
train_added_test_01930,test_01930,test_01930,test,train,train_added
train_05740,train_05740,train_05740,train,train,train_legacy
train_added_val_confirm_00433,val_confirm_00433,val_confirm_00433,val_confirm,train,train_added
train_02601,train_02601,train_02601,train,train,train_legacy
train_02310,train_02310,train_02310,train,train,train_legacy
train_added_test_00634,test_00634,test_00634,test,train,train_added
train_01007,train_01007,train_01007,train,train,train_legacy
train_added_val_confirm_00023,val_confirm_00023,val_confirm_00023,val_confirm,train,train_added
train_added_val_search_00383,val_search_00383,val_search_00383,val_search,train,train_added
train_00520,train_00520,train_00520,train,train,train_legacy
train_04998,train_04998,train_04998,train,train,train_legacy
train_00134,train_00134,train_00134,train,train,train_legacy
train_03812,train_03812,train_03812,train,train,train_legacy
train_added_test_01920,test_01920,test_01920,test,train,train_added
train_03620,train_03620,train_03620,train,train,train_legacy
train_05844,train_05844,train_05844,train,train,train_legacy
train_01230,train_01230,train_01230,train,train,train_legacy
train_01769,train_01769,train_01769,train,train,train_legacy
train_01525,train_01525,train_01525,train,train,train_legacy
train_added_val_confirm_00588,val_confirm_00588,val_confirm_00588,val_confirm,train,train_added
train_04723,train_04723,train_04723,train,train,train_legacy
train_05354,train_05354,train_05354,train,train,train_legacy
train_03417,train_03417,train_03417,train,train,train_legacy
train_02523,train_02523,train_02523,train,train,train_legacy
train_05235,train_05235,train_05235,train,train,train_legacy
train_01476,train_01476,train_01476,train,train,train_legacy
train_04230,train_04230,train_04230,train,train,train_legacy
train_00857,train_00857,train_00857,train,train,train_legacy
train_02095,train_02095,train_02095,train,train,train_legacy
train_added_val_confirm_01057,val_confirm_01057,val_confirm_01057,val_confirm,train,train_added
train_00832,train_00832,train_00832,train,train,train_legacy
train_05471,train_05471,train_05471,train,train,train_legacy
train_03319,train_03319,train_03319,train,train,train_legacy
train_05121,train_05121,train_05121,train,train,train_legacy
train_05203,train_05203,train_05203,train,train,train_legacy
train_04081,train_04081,train_04081,train,train,train_legacy
train_02107,train_02107,train_02107,train,train,train_legacy
train_02587,train_02587,train_02587,train,train,train_legacy
train_02290,train_02290,train_02290,train,train,train_legacy
train_04446,train_04446,train_04446,train,train,train_legacy
train_01180,train_01180,train_01180,train,train,train_legacy
train_01830,train_01830,train_01830,train,train,train_legacy
train_01731,train_01731,train_01731,train,train,train_legacy
train_03571,train_03571,train_03571,train,train,train_legacy
train_00163,train_00163,train_00163,train,train,train_legacy
train_added_val_confirm_00071,val_confirm_00071,val_confirm_00071,val_confirm,train,train_added
train_00814,train_00814,train_00814,train,train,train_legacy
train_01438,train_01438,train_01438,train,train,train_legacy
train_00895,train_00895,train_00895,train,train,train_legacy
train_03655,train_03655,train_03655,train,train,train_legacy
train_05308,train_05308,train_05308,train,train,train_legacy
train_02854,train_02854,train_02854,train,train,train_legacy
train_00627,train_00627,train_00627,train,train,train_legacy
train_03334,train_03334,train_03334,train,train,train_legacy
train_02343,train_02343,train_02343,train,train,train_legacy
train_01416,train_01416,train_01416,train,train,train_legacy
train_00360,train_00360,train_00360,train,train,train_legacy
train_03539,train_03539,train_03539,train,train,train_legacy
train_added_val_search_00073,val_search_00073,val_search_00073,val_search,train,train_added
train_04906,train_04906,train_04906,train,train,train_legacy
train_added_val_confirm_00460,val_confirm_00460,val_confirm_00460,val_confirm,train,train_added
train_added_val_search_00348,val_search_00348,val_search_00348,val_search,train,train_added
train_01360,train_01360,train_01360,train,train,train_legacy
train_03708,train_03708,train_03708,train,train,train_legacy
train_02008,train_02008,train_02008,train,train,train_legacy
train_01333,train_01333,train_01333,train,train,train_legacy
train_05603,train_05603,train_05603,train,train,train_legacy
train_04812,train_04812,train_04812,train,train,train_legacy
train_05398,train_05398,train_05398,train,train,train_legacy
train_00069,train_00069,train_00069,train,train,train_legacy
train_03500,train_03500,train_03500,train,train,train_legacy
train_01028,train_01028,train_01028,train,train,train_legacy
train_00414,train_00414,train_00414,train,train,train_legacy
train_added_test_02354,test_02354,test_02354,test,train,train_added
train_00818,train_00818,train_00818,train,train,train_legacy
train_05943,train_05943,train_05943,train,train,train_legacy
train_03965,train_03965,train_03965,train,train,train_legacy
train_00008,train_00008,train_00008,train,train,train_legacy
train_01753,train_01753,train_01753,train,train,train_legacy
train_02420,train_02420,train_02420,train,train,train_legacy
train_01824,train_01824,train_01824,train,train,train_legacy
train_00812,train_00812,train_00812,train,train,train_legacy
train_03063,train_03063,train_03063,train,train,train_legacy
train_05361,train_05361,train_05361,train,train,train_legacy
train_02317,train_02317,train_02317,train,train,train_legacy
train_03843,train_03843,train_03843,train,train,train_legacy
train_03353,train_03353,train_03353,train,train,train_legacy
train_04018,train_04018,train_04018,train,train,train_legacy
train_added_test_02211,test_02211,test_02211,test,train,train_added
train_03580,train_03580,train_03580,train,train,train_legacy
train_04465,train_04465,train_04465,train,train,train_legacy
train_01310,train_01310,train_01310,train,train,train_legacy
train_added_test_01495,test_01495,test_01495,test,train,train_added
train_03578,train_03578,train_03578,train,train,train_legacy
train_01158,train_01158,train_01158,train,train,train_legacy
train_added_test_01456,test_01456,test_01456,test,train,train_added
train_added_val_confirm_01082,val_confirm_01082,val_confirm_01082,val_confirm,train,train_added
train_05925,train_05925,train_05925,train,train,train_legacy
train_02751,train_02751,train_02751,train,train,train_legacy
train_00907,train_00907,train_00907,train,train,train_legacy
train_00390,train_00390,train_00390,train,train,train_legacy
train_05260,train_05260,train_05260,train,train,train_legacy
train_00556,train_00556,train_00556,train,train,train_legacy
train_04853,train_04853,train_04853,train,train,train_legacy
train_04363,train_04363,train_04363,train,train,train_legacy
train_00614,train_00614,train_00614,train,train,train_legacy
train_added_test_01315,test_01315,test_01315,test,train,train_added
train_04046,train_04046,train_04046,train,train,train_legacy
train_04190,train_04190,train_04190,train,train,train_legacy
train_05707,train_05707,train_05707,train,train,train_legacy
train_05393,train_05393,train_05393,train,train,train_legacy
train_05888,train_05888,train_05888,train,train,train_legacy
train_added_test_02378,test_02378,test_02378,test,train,train_added
train_01259,train_01259,train_01259,train,train,train_legacy
train_04564,train_04564,train_04564,train,train,train_legacy
train_01678,train_01678,train_01678,train,train,train_legacy
train_02425,train_02425,train_02425,train,train,train_legacy
train_03326,train_03326,train_03326,train,train,train_legacy
train_05767,train_05767,train_05767,train,train,train_legacy
train_added_val_confirm_00749,val_confirm_00749,val_confirm_00749,val_confirm,train,train_added
